OSM_ESTIMATED_HEIGHT_M,levels_clean,DISTRICT,RERA_ID,PROJECT_NAME,PROMOTER_NAME,LOCATION_PIN_CODE,LATITUDE,LONGITUDE,PROPOSED_DATE_OF_COMPLETION,REVISED_PROPOSED_DATE_OF_COMPLETION,EXTENDED_DATE_OF_COMPLETION,PROJECT_TYPE,PROJECT_AREA_(SQMTS),RECREATIONAL_OPEN_SPACE,SANCTIONED_FSI,DATE_LAST_MODIFIED,CASES_COUNT,COMPLAINTS_COUNT,NUMBER_OF_APPARTMENTS,NUMBER_OF_BOOKED_APPARTMENTS,NUMBER_OF_BASEMENTS,NUMBER_OF_PLINTH,NUMBER_OF_PODIUMS,NUMBER_OF_SANCTIONED_FLOORS,NUMBER_OF_STILTS,TOTAL_NO__OF_OPEN_PARKING_AS_PER_SANCTIONED_PLAN_(4-WHEELER+2-WHEELER),NUMBER_OF_CLOSED_PARKING,SOURCE_REGION,CLEAN_PODIUMS,NON_RESIDENTIAL_FLOORS,RESIDENTIAL_START_FLOOR,TOTAL_LEVELS,HABITABLE_RESIDENTIAL_FLOORS,PODIUM_PARKING_RANGE,REFUGE_FLOORS,EST_FLATS_PER_FLOOR,FINAL_FLOORS,CLEAN_BASEMENTS,STRUCTURAL_HEIGHT_M,GROUND_ELEVATION_MSL_M,TERRAIN_HEIGHT_M,BUILT_VOLUME_CBM,HEIGHT_TIER,BASE_ULPIN_ID
18.6,6.0,Mumbai City,P51900009080,Ruparel Elavia,SHREE SUKHAKARTA DEVELOPERS PVT.LTD.,400014,19.013793,72.842732,31-12-2019,31-12-2019,12/31/2024,Residential,2227.81,180.45,3450.0,10-04-2023,0,1,43,43,0.0,1,3,19,1,0,1,mumbai-city,3,4,5,6,2,Ground to Floor 4,,1725,19.0,,58.9,13.19,13.19,23826427.95,High-Rise,IN-MH-MUM-P51900009080-19013
21.7,7.0,Mumbai Suburban,P51800046486,BC CORP ARISTA,TRISTAR DEVELOPMENT LLP,400051,19.058328,72.8435503,31-12-2025,31-12-2025,0,Residential,1682.35,0.0,2349.41,02-10-2024,0,0,143,107,0.0,2,8,38,0,0,145,mumbai-suburban,0,0,1,7,7,Ground Only,,336,38.0,,117.8,15.42,15.42,12252842.73,Skyscraper,IN-MH-MUM-P51800046486-19058
21.7,7.0,Mumbai City,P51900009934,FIFTY ONE EAST,DUDHWALA PROPERTY DEVELOPERS,400008,19.05933,72.84913,31-03-2017,31-03-2018,03/31/2019,Residential,510.2,0.0,1719.55,09/20/2021,0,0,24,20,0.0,1,0,13,1,1,28,mumbai-city,0,1,2,7,6,Ground to Floor 1,,287,13.0,,40.3,15.47,15.47,2719674.67,High-Rise,IN-MH-MUM-P51900009934-19059
27.9,9.0,Mumbai City,P51900017841,Essgee Options One Phase I,GMJ BUILDERS & DEVELOPERS,400028,19.010969,72.834612,30-12-2023,30-12-2023,0,Commercial,4853.27,421.72,14288.23,02/13/2023,1,0,134,50,2.0,1,0,7,0,0,140,mumbai-city,0,0,1,9,9,Ground Only,Floor 7,1588,7.0,,21.7,13.05,13.05,214968377.84,Mid-Rise,IN-MH-MUM-P51900017841-19010
21.7,7.0,Mumbai Suburban,P51800007149,AVENUE 54,SUMER RADIUS REALTY PVT LTD,400054,19.07770808,72.83847965,31-12-2022,30-12-2024,0,Others,19339.24,1975.56,29668.37,11-02-2020,6,22,303,139,20.0,5,0,125,2,0,1467,mumbai-suburban,0,2,3,7,5,Ground to Floor 2,,5934,125.0,,387.5,16.39,16.39,1778667556.3,Skyscraper,IN-MH-MUM-P51800007149-19077
21.7,7.0,Mumbai Suburban,P51800014036,BANDRA NORTH GULMOHAR AVENUE,SHIVALIK VENTURES PRIVATE LIMITED,400051,19.07124178,72.8440214,27-08-2023,27-08-2023,08/26/2024,Others,6617.78,530.0,30109.02,02-09-2024,0,9,742,407,36.0,12,0,180,12,0,192,mumbai-suburban,0,0,1,7,7,Ground Only,,4301,180.0,,558.0,16.06,16.06,617690098.16,Skyscraper,IN-MH-MUM-P51800014036-19071
21.7,7.0,Mumbai City,P51900008887,AUM SAHEEL TOWER,SANTOSH ENTERPRISES,400013,19.001925,72.829529,31-12-2020,30-12-2023,0,Residential,886.07,0.0,2967.75,04/13/2018,1,0,32,24,1.0,1,0,17,0,3,33,mumbai-city,0,0,1,7,7,Ground Only,,424,17.0,,52.7,12.6,12.6,8151866.15,High-Rise,IN-MH-MUM-P51900008887-19001
21.7,7.0,Mumbai City,P51900026355,Essgee Options One - Phase II,Sheetal Sagar Builders & Developers Private Limited,400028,19.0109696,72.834612,30-06-2023,30-06-2023,0,Commercial,4853.27,421.72,4821.0,02/15/2024,0,0,47,24,0.0,0,0,2,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,689,2.0,,6.2,13.05,13.05,72532605.48,Low-Rise,IN-MH-MUM-P51900026355-19010
21.7,7.0,Mumbai City,P51900018012,Essgee Options One - Phase I,Sheetal Sagar Builders & Developers Pvt Ltd,400028,19.0109696,72.834612,30-12-2023,30-12-2023,0,Commercial,4853.27,421.72,14288.23,02/15/2024,1,0,121,51,2.0,1,0,7,0,0,139,mumbai-city,0,0,1,7,7,Ground Only,,2041,7.0,,21.7,13.05,13.05,214968377.84,Mid-Rise,IN-MH-MUM-P51900018012-19010
21.7,7.0,Mumbai City,P51900012029,Beachcroft,SHREE YASHRAJ DEVELOPERS,400028,19.02596,72.835205,30-06-2021,30-06-2023,0,Residential,1839.47,211.17,6872.03,08/26/2021,0,0,36,26,0.0,2,5,40,2,0,81,mumbai-city,5,7,8,8,1,Ground to Floor 7,,6872,40.0,,124.0,13.8,13.8,39186768.37,Skyscraper,IN-MH-MUM-P51900012029-19025
21.7,7.0,Mumbai City,P51900051181,Sugee Sukrut,Sugee Nine Developers LLP,400028,19.02097573,72.83339811,31-10-2026,31-10-2026,0,Residential,511.71,0.0,1984.8,11-08-2023,0,0,19,3,0.0,1,0,18,1,0,31,mumbai-city,0,1,2,7,6,Ground to Floor 1,,331,18.0,,55.8,13.55,13.55,3148490.22,High-Rise,IN-MH-MUM-P51900051181-19020
21.7,7.0,Mumbai City,P51900053437,OCEANA,KOHINOOR PLANET CONSTRUCTIONS PVT LTD,400028,19.02643,72.83565,31-12-2028,31-12-2028,0,Residential,1483.76,295.24,3053.09,01/30/2024,0,0,27,3,1.0,1,8,15,1,0,102,mumbai-city,0,1,2,7,6,Ground to Floor 1,,509,15.0,,46.5,13.82,13.82,14043163.74,High-Rise,IN-MH-MUM-P51900053437-19026
21.7,7.0,Mumbai Suburban,P51800005626,KOLINA,"SHREENATHJI DEVELOPERS PVT. LTD,",400055,19.07612,72.849513,31-03-2020,31-01-2021,07/30/2022,Others,778.06,0.0,3950.03,02/22/2024,1,0,31,25,1.0,1,0,17,0,0,40,mumbai-suburban,0,0,1,7,7,Ground Only,,564,17.0,,52.7,16.31,16.31,9527417.06,High-Rise,IN-MH-MUM-P51800005626-19076
12.4,4.0,Mumbai City,P51900005231,Desai Oceanic 11th and 12th Floor,DESAI RESIDENCY PVT.LTD,400030,19.016797,72.819505,31-05-2017,30-06-2018,02/28/2019,Residential,711.47,0.0,691.35,01/18/2021,2,1,4,4,0.0,1,0,13,1,0,6,mumbai-city,0,1,2,4,3,Ground to Floor 1,,230,13.0,,40.3,13.34,13.34,1524811.83,High-Rise,IN-MH-MUM-P51900005231-19016
31.0,10.0,Mumbai City,P51900004866,REDEVELOPMENT PROJECT OF DAYAWANI CHAWL,ANIL MURARILAL AGARWAL,400030,19.0121697,72.8218627,31-07-2020,31-01-2021,07/31/2023,Residential,225.75,0.0,1264.56,02/16/2024,0,0,21,3,0.0,1,0,16,1,0,1,mumbai-city,0,1,2,10,9,Ground to Floor 1,Floor 8,141,16.0,,49.6,13.11,13.11,884970.7,High-Rise,IN-MH-MUM-P51900004866-19012
21.7,7.0,Mumbai City,P51900011592,MARINA BAY WORLI SEA FACE,Saumya Buildcon Pvt Ltd,400030,19.011817,72.819809,31-07-2021,31-01-2023,06/30/2025,Residential,7872.14,1471.15,15744.28,03/18/2024,0,0,95,72,1.0,0,9,43,2,0,2,mumbai-city,0,2,3,7,5,Ground to Floor 2,,3149,43.0,,133.3,13.09,13.09,384217646.71,Skyscraper,IN-MH-MUM-P51900011592-19011
21.7,7.0,Mumbai City,P51900012115,Three Sixty West,Oasis Realty,400025,19.0110804,72.8233159,31-03-2019,30-06-2021,06/30/2022,Residential,6405.56,0.0,119747.0,07-06-2022,9,6,284,71,8.0,2,14,156,2,0,1104,mumbai-city,0,2,3,7,5,Ground to Floor 2,,23949,156.0,,483.6,13.05,13.05,2377844439.29,Skyscraper,IN-MH-MUM-P51900012115-19011
46.5,15.0,Mumbai City,P51900009720,HBS Towers Building No. A Phase 1,Wondervalue Realty Developers Pvt. Ltd.,400030,19.008869,72.818828,31-12-2024,30-12-2025,0,Residential,2036.52,284.17,13834.62,01-03-2023,26,12,65,22,1.0,1,7,36,1,0,204,mumbai-city,0,1,2,15,14,Ground to Floor 1,Floor 8,988,36.0,,111.6,12.94,12.94,87340889.0,Skyscraper,IN-MH-MUM-P51900009720-19008
62.0,20.0,Mumbai City,P51900006005,ARIHANT TOWERS - BY MJ SHAH,ZEUS HOUSING COMPANY,400013,18.9981729,72.8274691,31-12-2020,30-12-2021,12/31/2024,Residential,3442.34,0.0,13610.0,02-07-2023,0,0,54,10,1.0,1,0,33,1,0,182,mumbai-city,0,1,2,20,19,Ground to Floor 1,"Floor 8, Floor 15",716,33.0,,102.3,12.41,12.41,145235766.94,Skyscraper,IN-MH-MUM-P51900006005-18998
62.0,20.0,Mumbai City,P51900006786,Palais Royale,HONEST SHELTERS PRIVATE LTD,400013,18.9981729,72.8274691,30-06-2022,30-12-2022,12/30/2023,Residential,28409.57,7150.22,54715.2,01/17/2024,12,12,162,77,2.0,1,8,73,1,100,746,mumbai-city,0,1,2,20,19,Ground to Floor 1,"Floor 8, Floor 15",2880,73.0,,226.3,12.41,12.41,4818749443.84,Skyscraper,IN-MH-MUM-P51900006786-18998
62.0,20.0,Mumbai City,P51900007433,COSMOS PLATINUM BUSINESS PARK,J R Properties,400028,18.9981729,72.8274691,31-12-2018,31-12-2019,12/30/2021,Others,2778.0,0.0,8330.0,12-11-2023,3,0,68,38,1.0,1,0,15,0,0,0,mumbai-city,0,0,1,20,20,Ground Only,"Floor 7, Floor 14",416,15.0,,46.5,12.41,12.41,71736294.0,High-Rise,IN-MH-MUM-P51900007433-18998
62.0,20.0,Mumbai City,P51900000022,Century Mill,MHADA,400013,18.9981729,72.8274691,15-10-2017,31-12-2017,0,Residential,13091.9,0.0,35543.31,12/21/2018,0,0,1430,1430,0.0,5,0,125,5,160,64,mumbai-city,0,0,1,20,20,Ground Only,"Floor 7, Floor 14",1777,125.0,,387.5,12.41,12.41,1442521326.59,Skyscraper,IN-MH-MUM-P51900000022-18998
62.0,20.0,Mumbai City,P51800001120,Unity Tower Wing B,Mumbai Shelter Housing Development,400013,18.9981729,72.8274691,31-12-2017,30-06-2018,0,Residential,183.35,0.0,3748.01,04/17/2019,0,4,33,33,0.0,1,0,23,1,0,36,mumbai-city,0,1,2,20,19,Ground to Floor 1,"Floor 8, Floor 15",197,23.0,,71.3,12.41,12.41,2130312.66,High-Rise,IN-MH-MUM-P51800001120-18998
62.0,20.0,Mumbai City,P51900000028,Prakash Cotton Mill,MHADA,400013,18.9981729,72.8274691,15-10-2017,31-12-2017,0,Residential,5067.78,448.17,26386.95,09-03-2021,0,0,562,562,0.0,2,0,50,2,68,2,mumbai-city,0,2,3,20,18,Ground to Floor 2,"Floor 9, Floor 16",1466,50.0,,155.0,12.41,12.41,414542098.16,Skyscraper,IN-MH-MUM-P51900000028-18998
62.0,20.0,Mumbai City,P51900000032,Bharat Mill,MHADA,400013,18.9981729,72.8274691,15-10-2017,31-12-2017,0,Residential,1938.12,155.66,8718.37,12/21/2018,0,0,188,188,0.0,1,0,25,1,22,7,mumbai-city,0,1,2,20,19,Ground to Floor 1,"Floor 8, Floor 15",459,25.0,,77.5,12.41,12.41,52381466.52,High-Rise,IN-MH-MUM-P51900000032-18998
62.0,20.0,Mumbai City,P51900005771,Aura-Phase-1,Cosmos Realty,400013,18.9981729,72.8274691,31-07-2020,31-07-2022,07/31/2023,Residential,2484.33,0.0,9937.32,02-06-2024,5,0,13,4,1.0,1,8,12,1,0,78,mumbai-city,0,1,2,20,19,Ground to Floor 1,"Floor 8, Floor 15",523,12.0,,37.2,12.41,12.41,76531504.81,High-Rise,IN-MH-MUM-P51900005771-18998
62.0,20.0,Mumbai City,P51900003903,Agastya Corporate Park-Wing A,PRL AGASTYA PRIVATE LIMITED,400013,18.9981729,72.8274691,30-12-2017,31-12-2017,0,Commercial,10829.58,0.0,57148.03,10-07-2021,0,0,35,1,3.0,1,0,7,0,0,1067,mumbai-city,0,0,1,20,20,Ground Only,"Floor 7, Floor 14",2857,7.0,,21.7,12.41,12.41,1918556404.45,Mid-Rise,IN-MH-MUM-P51900003903-18998
62.0,20.0,Mumbai City,P51900007455,Sanghvi Evana,Sanghvi Premises Private Limited,400013,18.9981729,72.8274691,31-12-2020,30-12-2021,0,Others,1473.9,99.22,8651.76,12-03-2020,0,1,32,16,0.0,1,3,24,0,0,68,mumbai-city,3,3,4,20,17,Ground to Floor 3,"Floor 10, Floor 17",509,24.0,,74.4,12.41,12.41,39530670.1,High-Rise,IN-MH-MUM-P51900007455-18998
62.0,20.0,Mumbai City,P51900013638,TRADE LINK BUILDING E WING A,KAMALA MILLS LIMITED,400013,18.9981729,72.8274691,31-12-2017,30-06-2018,06/30/2022,Commercial,1168.45,0.0,6090.72,12/16/2020,0,3,35,26,1.0,1,6,9,1,0,1,mumbai-city,6,7,8,20,13,Ground to Floor 7,Floor 14,469,9.0,,27.9,12.41,12.41,22061775.53,Mid-Rise,IN-MH-MUM-P51900013638-18998
62.0,20.0,Mumbai City,P51900002300,Agastya Corporate park -Wing B,PRL AGASTYA PRIVATE LIMITED,400013,18.9981729,72.8274691,31-12-2017,31-12-2017,0,Commercial,4716.38,0.0,13720.72,10-07-2021,0,0,1,1,3.0,1,0,3,0,0,160,mumbai-city,0,0,1,20,20,Ground Only,"Floor 7, Floor 14",686,3.0,,9.3,12.41,12.41,200607601.12,Low-Rise,IN-MH-MUM-P51900002300-18998
226.3,73.0,Mumbai City,P51900003316,OMKAR 1973 WORLI,Omkar Realtors and Developers Private Limited,400025,19.009102,72.823418,31-12-2018,30-12-2021,0,Residential,3372.0,0.0,38200.0,12/17/2021,39,19,136,65,0.0,1,0,83,0,0,0,mumbai-city,0,0,1,73,73,Ground Only,"Floor 7, Floor 14, Floor 21, Floor 28, Floor 35, Floor 42, Floor 49, Floor 56, Floor 63, Floor 70",523,83.0,,257.3,12.96,12.96,399312240.0,Skyscraper,IN-MH-MUM-P51900003316-19009
46.5,15.0,Mumbai Suburban,P51800013549,JAFAR BUVA ZOPADPATTI COLONY CHS AND JAFAR BABA KADESHWARI CHS,Hare Krushna Developers LLP,400050,19.044286,72.821695,31-12-2019,31-12-2019,0,Residential,4910.49,1821.33,10992.98,01/28/2021,0,0,239,167,4.0,2,7,80,8,0,8,mumbai-suburban,0,0,1,15,15,Ground Only,"Floor 7, Floor 14",733,80.0,,248.0,14.71,14.71,167340846.92,Skyscraper,IN-MH-MUM-P51800013549-19044
12.4,4.0,Mumbai City,P51900003402,OCEAN 360,FAIRDEAL CONSTRUCTIONS,400052,18.944382,72.79417,31-12-2022,30-12-2023,0,Residential,821.45,0.0,2182.22,02/20/2019,0,6,6,3,2.0,2,0,23,2,0,64,mumbai-city,0,2,3,4,2,Ground to Floor 2,,1091,23.0,,71.3,9.72,9.72,5557012.32,High-Rise,IN-MH-MUM-P51900003402-18944
21.7,7.0,Mumbai City,P51900004243,Harbour Heights,RADIUS SUMER DEVELOPERS PRIVATE LIMITED,400010,18.972936,72.844236,31-12-2009,30-12-2026,0,Others,38881.58,4193.24,65523.67,11-02-2020,29,0,3561,172,24.0,6,24,334,4,0,3164,mumbai-city,0,0,1,7,7,Ground Only,,9361,334.0,,1035.4,11.15,11.15,7897757832.7,Skyscraper,IN-MH-MUM-P51900004243-18972
21.7,7.0,Mumbai City,P51900008466,One India Tower,One India Constructions Private Limited,400010,18.971733,72.843171,31-12-2019,30-06-2021,12/30/2024,Residential,1314.39,0.0,8055.08,02-01-2023,0,0,67,54,2.0,1,4,24,1,0,0,mumbai-city,4,5,6,7,2,Ground to Floor 5,,4028,24.0,,74.4,11.09,11.09,32821301.46,High-Rise,IN-MH-MUM-P51900008466-18971
31.0,10.0,Mumbai City,P51900006368,LAKADAWALA SOLITAIRE,LAKADAWALA DEVELOPERS PVT LTD,400010,18.97088,72.839397,31-12-2017,31-12-2018,0,Residential,566.89,83.64,3111.39,06/20/2023,0,2,20,20,0.0,1,2,23,1,0,1,mumbai-city,2,3,4,10,7,Ground to Floor 3,,444,23.0,,71.3,11.04,11.04,5467829.22,High-Rise,IN-MH-MUM-P51900006368-18970
21.7,7.0,Mumbai City,P51900019014,Hermitage,V K Developers,400010,18.971045,72.841359,30-12-2023,30-12-2023,0,Residential,240.8,0.0,929.0,10/27/2023,1,0,9,9,0.0,1,0,8,1,0,9,mumbai-city,0,1,2,7,6,Ground to Floor 1,,155,8.0,,24.8,11.05,11.05,693479.92,Mid-Rise,IN-MH-MUM-P51900019014-18971
21.7,7.0,Mumbai City,P51900014590,PARSHWA LOTUS & RANGARI HEIGHTS,GOLD PLAZA DEVELOPERS PVT LTD,400033,18.9719964,72.8313182,30-12-2023,30-12-2023,01/15/2025,Others,1842.82,0.0,6936.24,02/15/2024,0,0,171,106,1.0,2,4,51,0,0,175,mumbai-city,4,4,5,7,3,Ground to Floor 4,,2312,51.0,,158.1,11.1,11.1,39624949.57,Skyscraper,IN-MH-MUM-P51900014590-18971
21.7,7.0,Mumbai City,P51900033712,KSA PALMS,M/S. KSA ENTERPRISES,400008,18.97207278,72.82588256,31-12-2027,31-12-2027,0,Residential,813.55,78.03,4529.73,01/16/2024,0,0,29,27,0.0,1,3,22,0,0,0,mumbai-city,3,3,4,7,4,Ground to Floor 3,,1132,22.0,,68.2,11.1,11.1,11424001.71,High-Rise,IN-MH-MUM-P51900033712-18972
21.7,7.0,Mumbai City,P51900018338,SHREE SAMMET SHIKHAR HEIGHTS,V M HOMES PVT LTD,400007,18.9631687,72.8199267,30-12-2027,30-12-2027,0,Residential,846.16,0.0,5240.99,05/26/2023,0,0,36,15,0.0,1,0,21,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,749,21.0,,65.1,10.66,10.66,13747619.91,High-Rise,IN-MH-MUM-P51900018338-18963
31.0,10.0,Mumbai City,P51900004951,DK RESIDENCY,DK CONSTRUCTION BUILDER AND LAND DEVELOPER,400008,18.973006,72.830129,31-12-2019,31-12-2019,12/30/2021,Residential,389.63,0.0,2986.6,07/27/2020,0,1,90,0,1.0,1,0,23,0,0,0,mumbai-city,0,0,1,10,10,Ground Only,Floor 7,299,23.0,,71.3,11.15,11.15,3607373.77,High-Rise,IN-MH-MUM-P51900004951-18973
21.7,7.0,Mumbai City,P51900005473,Chistiya Palace,Rensar Infra Pvt.Ltd,400011,18.976531,72.824473,31-12-2020,31-07-2022,07/31/2023,Residential,803.51,0.0,0.0,02/23/2024,0,0,16,13,1.0,1,2,24,1,0,1,mumbai-city,2,3,4,7,4,Ground to Floor 3,,0,24.0,,74.4,11.33,11.33,0.0,High-Rise,IN-MH-MUM-P51900005473-18976
62.0,20.0,Mumbai City,P51900008495,TARABAUG,DARSHAN DEVELOPERS,400010,18.970807,72.837432,31-12-2018,30-12-2026,0,Residential,9171.47,735.0,22504.0,01/20/2024,13,0,346,342,0.0,8,7,86,5,0,16,mumbai-city,0,0,1,20,20,Ground Only,"Floor 7, Floor 14",1125,86.0,,266.6,11.04,11.04,639823758.73,Skyscraper,IN-MH-MUM-P51900008495-18970
18.6,6.0,Mumbai City,P51900029395,HARBOUR VIEW,NAN ENTERPRISES,400010,18.97631,72.842522,30-11-2028,30-11-2028,0,Residential,3724.05,658.94,7618.0,05/19/2021,0,0,152,0,1.0,1,3,19,0,0,0,mumbai-city,3,3,4,6,3,Ground to Floor 3,,2539,19.0,,58.9,11.32,11.32,87946419.99,High-Rise,IN-MH-MUM-P51900029395-18976
21.7,7.0,Mumbai City,P51900021304,Mahimkar Residency,MAHIMKAR BUILDERS AND DEVELOPERS PVT LTD,400027,18.98093559,72.83795014,30-12-2020,30-12-2020,12/31/2023,Residential,1184.0,160.96,1602.52,03/22/2024,0,1,22,11,0.0,1,0,8,0,28,0,mumbai-city,0,0,1,7,7,Ground Only,,229,8.0,,24.8,11.55,11.55,5881889.41,Mid-Rise,IN-MH-MUM-P51900021304-18980
155.0,50.0,Mumbai City,P51900007187,CONTINENTAL HEIGHTS,SARAH HOUSING DEVELOPMENT PVT LTD,400010,18.97819,72.841408,21-12-2023,21-12-2024,0,Residential,4721.6,843.99,10476.54,03-12-2024,1,0,200,159,1.0,1,7,29,1,0,196,mumbai-city,0,1,2,50,49,Ground to Floor 1,"Floor 8, Floor 15, Floor 22, Floor 29, Floor 36, Floor 43",214,29.0,,89.9,11.41,11.41,153344696.92,High-Rise,IN-MH-MUM-P51900007187-18978
9.3,3.0,Mumbai City,P51900051735,Piramal Aranya - Ahan 2,Glider Buildcon Realtors Private Limited,400010,18.97975741,72.84050966,31-12-2027,31-12-2027,0,Residential,764.91,0.0,23870.95,02/29/2024,3,0,273,56,3.0,1,3,53,0,0,427,mumbai-city,3,3,4,4,1,Ground to Floor 3,,23871,53.0,,164.3,11.49,11.49,56603297.93,Skyscraper,IN-MH-MUM-P51900051735-18979
9.3,3.0,Mumbai City,P51900003324,Piramal Aranya - Wing A,Glider Buildcon Realtors Private Limited,400010,18.97975741,72.84050966,31-12-2023,30-12-2024,0,Others,1405.73,0.0,48020.97,01/19/2024,9,7,229,163,3.0,1,9,55,0,0,481,mumbai-city,0,0,1,3,3,Ground Only,,16007,55.0,,170.5,11.49,11.49,209264006.29,Skyscraper,IN-MH-MUM-P51900003324-18979
21.7,7.0,Mumbai City,P51900046558,GANGA AVENUE,P.SQUARE BUILDERS & DEVELOPER,400010,18.9793117,72.8412582,31-12-2025,31-12-2025,0,Residential,650.51,0.0,152.37,02/28/2024,0,0,47,0,0.0,1,5,22,0,0,30,mumbai-city,5,5,6,7,2,Ground to Floor 5,,76,22.0,,68.2,11.47,11.47,307266.45,High-Rise,IN-MH-MUM-P51900046558-18979
21.7,7.0,Mumbai City,P51900001665,Lifescapes Aquino,Goodwill Properties Pvt Ltd,400025,19.01614884,72.82595364,31-03-2014,30-12-2022,12/29/2023,Residential,1614.12,66.48,5265.05,03/19/2024,1,2,30,28,1.0,1,5,42,1,0,50,mumbai-city,5,6,7,7,1,Ground to Floor 6,,5265,42.0,,130.2,13.31,13.31,26345109.77,Skyscraper,IN-MH-MUM-P51900001665-19016
24.8,8.0,Mumbai City,P51900025184,25 South - Central Tower,Twenty Five South Realty Limited,400025,19.01941496,72.82931176,30-12-2028,30-12-2028,0,Residential,425.0,0.0,503.65,12-06-2022,0,0,28,0,0.0,1,1,56,1,0,177,mumbai-city,1,2,3,8,6,Ground to Floor 2,,84,56.0,,173.6,13.47,13.47,663558.88,Skyscraper,IN-MH-MUM-P51900025184-19019
31.0,10.0,Mumbai City,P51900034316,Kalpataru Oceana,Kalpataru Properties (Thane) Pvt. Ltd.,400025,19.01689184,72.82606897,31-12-2026,31-12-2026,0,Residential,1990.81,298.62,5158.77,01/30/2024,0,0,25,4,1.0,1,4,30,1,0,83,mumbai-city,4,5,6,10,5,Ground to Floor 5,,1032,30.0,,93.0,13.34,13.34,31837405.8,High-Rise,IN-MH-MUM-P51900034316-19016
74.4,24.0,Mumbai City,P51900007512,SHANDILYA VILLA,Shandilya Properties LLP,400030,19.010915,72.816482,,,01-01-2023,Residential,1742.49,252.26,7053.3,01/23/2024,0,0,22,9,1.0,1,8,26,1,55,0,mumbai-city,0,1,2,24,23,Ground to Floor 1,"Floor 8, Floor 15, Floor 22",1,24.0,,74.4,13.05,13.05,38099944.62,High-Rise,IN-MH-MUM-P51900007512-19010
46.5,15.0,Mumbai City,P51900055392,Darshan Inara,Darshan Legacy Builders LLP,400025,19.014483,72.824426,31-12-2028,31-12-2028,0,Residential,1622.92,198.66,4334.15,03/19/2024,0,0,76,0,2.0,2,0,25,2,0,2,mumbai-city,0,2,3,15,13,Ground to Floor 2,Floor 9,333,25.0,,77.5,13.22,13.22,21805334.03,High-Rise,IN-MH-MUM-P51900055392-19014
21.7,7.0,Mumbai City,P51900013137,SIDDHI VINAYAK GRANDEUR,GOPAL RAMPRITSINGH THAKUR,400025,19.01552,72.82957,31-12-2020,30-12-2022,10/31/2023,Residential,510.0,0.0,1919.54,03/13/2024,0,0,22,22,0.0,1,3,22,0,6,24,mumbai-city,3,3,4,7,4,Ground to Floor 3,,480,22.0,,68.2,13.28,13.28,3034792.74,High-Rise,IN-MH-MUM-P51900013137-19015
21.7,7.0,Mumbai City,P51900012567,LABDHI GARDENS PHASE 2,Labdhi Lifestyle Limited,410101,18.9464424,72.8302376,31-05-2019,31-05-2019,0,Residential,9467.0,2140.0,6283.94,02-01-2019,0,0,160,111,0.0,4,0,20,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,898,20.0,,62.0,9.82,9.82,184419185.94,High-Rise,IN-MH-MUM-P51900012567-18946
21.7,7.0,Mumbai City,P51900006804,LABDHI GARDENS PHASE 3,Labdhi Lifestyle Limited,410101,18.9464424,72.8302376,31-05-2019,31-05-2019,0,Residential,2504.0,2140.0,3762.62,09/17/2020,0,0,96,70,0.0,4,0,20,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,538,20.0,,62.0,9.82,9.82,29206961.49,High-Rise,IN-MH-MUM-P51900006804-18946
21.7,7.0,Mumbai City,P51900003524,LABDHI GARDENS PHASE 5,Labdhi Lifestyle Limited,410101,18.9464424,72.8302376,31-12-2019,31-12-2019,0,Residential,1586.0,2140.0,2048.24,09/17/2020,0,0,48,17,0.0,3,0,14,2,0,2,mumbai-city,0,2,3,7,5,Ground to Floor 2,,410,14.0,,43.4,9.82,9.82,10070376.78,High-Rise,IN-MH-MUM-P51900003524-18946
21.7,7.0,Mumbai City,P51900029741,Bhairaav Blessings,BHAIRAAV ERECTORS LIMITED,400033,18.98905,72.83931,31-12-2022,31-12-2022,12/30/2023,Residential,8545.79,0.0,3250.64,07-12-2023,0,0,0,0,1.0,1,0,19,1,0,44,mumbai-city,0,1,2,7,6,Ground to Floor 1,,542,19.0,,58.9,11.95,11.95,86115789.1,High-Rise,IN-MH-MUM-P51900029741-18989
21.7,7.0,Mumbai City,P51900010793,NAMAN REGENCY,NAMAN REGENCY DEVELOPERS,400010,18.96990532,72.84151582,31-12-2022,30-12-2023,12/28/2024,Residential,1879.58,151.1,5848.53,03-05-2024,0,0,62,34,0.0,1,4,21,1,0,84,mumbai-city,4,5,6,7,2,Ground to Floor 5,,2924,21.0,,65.1,11.0,11.0,34077618.05,High-Rise,IN-MH-MUM-P51900010793-18969
21.7,7.0,Mumbai City,P51900011222,BELVEDRE HILLS,XLN REALTORS,400010,18.966905,72.840802,31-08-2017,31-12-2017,10/30/2020,Residential,1148.0,0.0,3412.0,06/29/2021,0,0,43,28,1.0,1,4,21,16,0,16,mumbai-city,4,4,5,7,3,Ground to Floor 4,,1137,21.0,,65.1,10.85,10.85,12142625.6,High-Rise,IN-MH-MUM-P51900011222-18966
